complaint_id,category,ward_name,latitude,longitude,complaint_date,resolved_date,status,description
CMP-104,water_leakage,Koramangala,12.93562552900813,77.63480678926368,2024-01-15 20:38:00,,Open,Slow leakage from underground pipe
CMP-105,streetlight,Whitefield,12.97752571529459,77.75,2024-01-08 17:26:00,2024-01-09 08:55:00,Resolved,Trees blocking the streetlight illumination
CMP-106,garbage,Rajajinagar,13.006763357660398,77.5700334846027,2024-05-29 16:45:00,2024-05-30 09:00:00,Resolved,Stray dogs scattering garbage on street
CMP-107,garbage,Malleshwaram,13.017410026452398,77.5740708687696,2024-04-07 19:32:00,2024-04-09 00:49:00,Resolved,Garbage burning causing heavy smoke
CMP-108,water_leakage,Electronic City,12.85,77.6714845383074,2024-09-16 08:52:00,2024-09-17 23:29:00,Resolved,Valve broken at the junction
CMP-109,water_leakage,Jayanagar,12.918307621781937,77.5786477208989,2024-08-16 17:30:00,2024-08-18 04:54:00,Resolved,Drinking water contaminated with sewage
CMP-110,streetlight,Koramangala,12.920619546782563,77.6283281120908,2024-12-23 07:36:00,2024-12-25 12:38:00,Resolved,Entire street is dark due to faulty lights
CMP-111,water_leakage,Whitefield,13.004519878500101,77.72189102211112,2024-07-16 21:50:00,,Open,Water meter leaking continuously
CMP-112,water_leakage,Rajajinagar,13.008493902855617,77.52880926193215,2024-03-05 16:37:00,2024-03-10 01:43:00,Resolved,"Main pipe burst, water flowing on road"
CMP-113,water_leakage,Malleshwaram,12.996021022013158,77.58063425895452,2024-03-14 13:55:00,2024-03-19 03:45:00,Resolved,"Main pipe burst, water flowing on road"
CMP-114,streetlight,Electronic City,12.85,77.64393382833106,2024-12-20 12:41:00,2024-12-29 06:05:00,Resolved,Timer for streetlights not functioning
CMP-115,water_leakage,Jayanagar,12.9191704443611,77.59239396623403,2024-01-19 19:04:00,2024-01-20 14:18:00,Resolved,Yellowish water coming from taps
CMP-116,water_leakage,Koramangala,12.916944500524242,77.63034687884372,2024-11-20 22:55:00,2024-11-24 14:52:00,Resolved,Slow leakage from underground pipe
CMP-117,pothole,BTM Layout,12.970483577598557,77.74012599478591,2024-07-02 11:27:00,2024-07-08 13:10:00,Resolved,Huge crater in the middle of the street
CMP-118,garbage,Rajajinagar,13.03035916133988,77.56250878533477,2024-02-10 19:55:00,2024-02-11 12:53:00,Resolved,Garbage not collected for 3 days
CMP-119,garbage,Malleshwaram,12.972722861200136,77.56709681472154,2024-11-22 08:29:00,2024-11-24 15:26:00,Resolved,Stray dogs scattering garbage on street
CMP-120,drainage,Electronic City,12.85,77.67288650002195,2024-02-07 14:22:00,,Open,"Open manhole, safety hazard"
CMP-121,water_leakage,Jayanagar,12.918012188923509,77.58047895337799,2024-08-21 09:12:00,,Open,Low pressure in water supply
CMP-122,pothole,Koramangala,12.935474809184706,77.64008632791256,2024-07-14 18:22:00,2024-07-17 22:23:00,Resolved,Multiple potholes developing after rain
CMP-123,water_leakage,Whitefield,12.951795553894163,77.74488248146238,2024-01-05 18:55:00,2024-01-05 23:53:00,Resolved,Low pressure in water supply
CMP-124,water_leakage,Rajajinagar,12.991075820332586,77.54320006151139,2024-04-27 19:51:00,2024-04-29 12:07:00,Resolved,Low pressure in water supply
CMP-125,garbage,Malleshwaram,13.029581813604217,77.57037472566442,2024-11-17 20:02:00,2024-11-18 15:25:00,Resolved,Trash dumped illegally on vacant plot
CMP-126,pothole,Electronic City,12.85,77.67386792920583,2024-06-16 23:26:00,2024-07-05 13:22:00,Resolved,Huge crater in the middle of the street
CMP-127,drainage,Jayanagar,12.96173234295519,77.59768697890827,2024-05-19 05:16:00,,Open,Illegal sewage discharge into storm water drain
CMP-128,streetlight,Koramangala,12.90510945051069,77.619836488907,2024-02-28 14:04:00,2024-03-01 17:58:00,Resolved,Dim lighting not enough for safety
CMP-129,streetlight,Whitefield,12.988803667237798,77.73928495801572,2024-07-21 00:16:00,2024-07-22 10:53:00,Resolved,Flickering streetlight causing disturbance
CMP-130,streetlight,Rajajinagar,13.004857291422194,77.56461951080144,2024-12-11 07:30:00,2024-12-14 07:50:00,Resolved,Flickering streetlight causing disturbance
CMP-131,garbage,Malleshwaram,12.989196042926329,77.56340711965908,2024-11-21 14:58:00,2024-11-21 19:06:00,Resolved,Trash dumped illegally on vacant plot
CMP-132,streetlight,Indiranagar,12.85,77.64473418537999,2024-02-29 03:15:00,,Open,LED bulb fused needs replacement
CMP-133,streetlight,Yelahanka,12.926111477729103,77.56348325227053,2024-08-02 18:47:00,2024-08-03 08:40:00,Resolved,Trees blocking the streetlight illumination
CMP-134,water_leakage,Koramangala,12.952386169558974,77.60564787933059,2024-01-17 22:23:00,2024-01-18 15:17:00,Resolved,Low pressure in water supply
CMP-135,streetlight,Whitefield,12.963199332699544,77.75,2024-11-26 11:03:00,2024-11-30 19:57:00,Resolved,Trees blocking the streetlight illumination
CMP-136,pothole,Rajajinagar,13.019819099335992,77.5314620677323,2024-11-24 20:38:00,,Open,Multiple potholes developing after rain
CMP-137,garbage,BTM Layout,13.020547456282324,77.5644534959153,2024-10-16 06:04:00,,Open,Garbage not collected for 3 days
CMP-138,drainage,Electronic City,12.85,77.66703155211395,2024-04-29 10:49:00,2024-04-29 12:06:00,Resolved,Foul smell from blocked underground drain
CMP-139,garbage,Jayanagar,12.932885895433602,77.57319674684261,2024-10-03 08:51:00,2024-10-03 09:59:00,Resolved,Garbage not collected for 3 days
CMP-140,drainage,HSR Layout,12.92894703127485,77.62132029604707,2024-01-09 05:16:00,2024-01-12 01:23:00,Resolved,Sewage water entering residential compound
CMP-141,water_leakage,Whitefield,12.971502760178769,77.75,2024-07-04 16:37:00,2024-07-06 08:39:00,Resolved,Sump overflowing onto the street
CMP-142,drainage,Rajajinagar,13.021990252242182,77.5344327675176,2024-08-22 20:01:00,2024-08-25 00:28:00,Resolved,Rainwater drain clogged with plastic
CMP-143,water_leakage,Malleshwaram,13.035095500619844,77.53501868300717,2024-02-07 02:20:00,2024-02-10 14:59:00,Resolved,Sump overflowing onto the street
CMP-144,drainage,Electronic City,12.85,77.66892475809726,2024-07-14 19:33:00,2024-07-17 03:39:00,Resolved,Sewage water entering residential compound
CMP-145,pothole,Jayanagar,12.934114878016025,77.5728595072027,2024-04-20 13:28:00,,Open,Asphalt washed away leaving a deep hole
CMP-146,water_leakage,Koramangala,12.92477816624464,77.61970498598012,2024-07-31 23:06:00,2024-08-04 08:29:00,Resolved,Water meter leaking continuously
CMP-147,water_leakage,Whitefield,12.960959528645835,77.75,2024-02-16 02:05:00,2024-02-17 02:56:00,Resolved,Slow leakage from underground pipe
CMP-148,drainage,Indiranagar,13.003555232289477,77.54260635607109,2024-10-14 10:42:00,2024-10-18 01:30:00,Resolved,Illegal sewage discharge into storm water drain
CMP-149,pothole,Malleshwaram,13.016593998131498,77.56890949281315,2024-11-03 09:22:00,2024-11-05 02:04:00,Resolved,Huge crater in the middle of the street
CMP-150,pothole,Electronic City,12.857392931782584,77.66954443262885,2024-10-11 11:07:00,2024-10-16 02:01:00,Resolved,Pothole causing accidents for two-wheelers
CMP-151,drainage,Jayanagar,12.91746507483617,77.57379728439705,2024-12-11 20:35:00,2024-12-15 13:52:00,Resolved,Drainage pipes choked and backing up
CMP-152,streetlight,BTM Layout,12.939109404076849,77.6362555539815,2024-06-28 00:11:00,,Open,Dim lighting not enough for safety
CMP-153,water_leakage,Whitefield,12.969486476090538,77.75,2024-03-13 23:40:00,,Open,Slow leakage from underground pipe
CMP-154,water_leakage,HSR Layout,13.017364973436827,77.54412642916746,2024-08-20 10:10:00,2024-08-21 23:48:00,Resolved,Water meter leaking continuously
CMP-155,garbage,Indiranagar,13.01130646071755,77.56126711021349,2024-11-12 01:43:00,2024-11-12 16:14:00,Resolved,Garbage not collected for 3 days
CMP-156,water_leakage,Electronic City,12.85,77.6765816527798,2024-04-20 16:07:00,2024-04-26 07:50:00,Resolved,Low pressure in water supply
CMP-157,drainage,Jayanagar,12.94228124523482,77.59440264454001,2024-01-24 07:25:00,,Open,Rainwater drain clogged with plastic
CMP-158,streetlight,HSR Layout,12.947482182107315,77.62741505762449,2024-03-11 08:18:00,2024-03-18 23:29:00,Resolved,Entire street is dark due to faulty lights
CMP-159,drainage,HSR Layout,12.980029294569423,77.7452459986511,2024-12-08 11:04:00,2024-12-10 19:05:00,Resolved,Illegal sewage discharge into storm water drain
CMP-160,pothole,Rajajinagar,13.003062495287327,77.55104785418449,2024-10-21 13:36:00,2024-10-24 16:43:00,Resolved,Pothole causing accidents for two-wheelers
CMP-161,streetlight,Malleshwaram,13.004554939474891,77.57322735538156,2024-11-12 14:53:00,2024-11-14 23:47:00,Resolved,Streetlight pole damaged after accident
CMP-162,drainage,Yelahanka,12.85,77.69148580913529,2024-09-25 02:25:00,,Open,Manhole cover broken by heavy truck
CMP-163,garbage,Jayanagar,12.914809739277505,77.56398717080819,2024-03-27 02:32:00,2024-03-27 10:29:00,Resolved,Medical waste dumped near residential area
CMP-164,streetlight,Koramangala,12.9452716631025,77.63897494040944,2024-04-30 03:09:00,2024-05-04 19:57:00,Resolved,Streetlight pole damaged after accident
CMP-165,pothole,Whitefield,12.979161797255781,77.75,2024-11-17 15:29:00,2024-11-22 11:12:00,Resolved,Dangerous pothole near the intersection
CMP-166,drainage,Rajajinagar,12.998016298407297,77.5395411844277,2024-06-14 20:20:00,2024-06-23 15:00:00,Resolved,Drainage pipes choked and backing up
CMP-167,streetlight,Malleshwaram,13.004237068372905,77.55414257432732,2024-01-29 11:32:00,2024-01-29 16:35:00,Resolved,Timer for streetlights not functioning
CMP-168,streetlight,Electronic City,12.859826796001267,77.65789413927747,2024-11-26 02:39:00,2024-11-29 02:29:00,Resolved,Flickering streetlight causing disturbance
CMP-169,pothole,Jayanagar,12.917517542048111,77.5773792123752,2024-10-19 20:12:00,2024-10-21 11:15:00,Resolved,Pothole needs urgent filling before monsoon
CMP-170,streetlight,Koramangala,12.934093971814134,77.61864413170794,2024-09-15 20:11:00,2024-09-18 05:44:00,Resolved,Flickering streetlight causing disturbance
CMP-171,garbage,Whitefield,12.957466694066502,77.75,2024-07-09 09:24:00,2024-07-12 00:27:00,Resolved,Medical waste dumped near residential area
CMP-172,streetlight,Rajajinagar,13.001874498566632,77.54539585236942,2024-06-17 03:35:00,2024-06-21 18:56:00,Resolved,Flickering streetlight causing disturbance
CMP-173,streetlight,HSR Layout,12.996034425415726,77.56778074906036,2024-12-01 22:42:00,2024-12-02 10:01:00,Resolved,Streetlights remain ON during daytime
CMP-174,streetlight,Electronic City,12.85,77.63898804338436,2024-12-09 22:53:00,,Open,Streetlight pole damaged after accident
CMP-175,drainage,Jayanagar,12.919123336681213,77.57899829272432,2024-11-26 21:27:00,2024-12-04 05:38:00,Resolved,Blocked drain causing waterlogging
CMP-176,streetlight,Koramangala,12.93256361348397,77.64923034325425,2024-04-08 07:08:00,2024-04-12 09:40:00,Resolved,LED bulb fused needs replacement
CMP-177,drainage,Whitefield,12.98266489434803,77.74750092205055,2024-12-04 10:56:00,2024-12-12 12:05:00,Resolved,Sewage overflowing onto the main road
CMP-178,water_leakage,HSR Layout,12.99791475688146,77.53796205953043,2024-07-29 11:43:00,2024-07-31 04:01:00,Resolved,"Main pipe burst, water flowing on road"
CMP-179,water_leakage,Malleshwaram,13.002822302960114,77.5599701204162,2024-09-30 07:19:00,,Open,No water supply for two days
CMP-180,garbage,Electronic City,12.850040778405072,77.64769153584672,2024-12-13 18:28:00,2024-12-15 20:00:00,Resolved,Medical waste dumped near residential area
CMP-181,garbage,Jayanagar,12.937690197713618,77.60519108369503,2024-11-05 04:55:00,2024-11-05 17:30:00,Resolved,Foul smell from uncollected waste
CMP-182,drainage,Koramangala,12.926268597773147,77.63312567583148,2024-05-25 02:48:00,2024-05-27 20:57:00,Resolved,Blocked drain causing waterlogging
CMP-183,pothole,Whitefield,12.980152159875667,77.7438816929217,2024-08-18 11:59:00,2024-09-05 06:22:00,Resolved,Multiple potholes developing after rain
CMP-184,pothole,Rajajinagar,13.001561387227158,77.55318888601172,2024-04-24 00:20:00,,Open,Pothole causing accidents for two-wheelers
CMP-185,streetlight,Malleshwaram,13.004565141478233,77.55270485324218,2024-03-11 01:18:00,,Open,Streetlight pole damaged after accident
CMP-186,garbage,Electronic City,12.85,77.66756997436867,2024-08-17 19:00:00,,Open,Stray dogs scattering garbage on street
